Ticker,Market Cap,Industry
BOKF,6703053000,Banks
BOLD,1400667000,Biotechnology & Medical Research
BOMN,463666000,Advertising & Marketing
BOND,,Exchange Traded Fund
BOOM,644840900,Steel
BOON,,Exchange Traded Fund
BOOT,660253000,Apparel & Accessories Retailers
BORN,33366090,Distillers & Wineries
BOSC,7821090,Electrical Components & Equipment
BOSS,,Exchange Traded Fund
BOTJ,65764110,Banks
BOTZ,,Exchange Traded Fund
BOX,3835117000,Software
BOXL,64642932,Electrical Components & Equipment
BP,148143300000,Oil & Gas Refining and Marketing
BPFH,1423309000,Banks
BPI,184909800,Personal Services
BPK,,
BPL,5276485000,Oil & Gas Transportation Services
BPMC,3655595000,Biotechnology & Medical Research
BPMP,2172537000,Oil & Gas Transportation Services
BPMX,28944530,Biotechnology & Medical Research
BPOP,4782324000,Banks
BPRN,217147300,Banks
BPT,609900000,Oil & Gas Refining and Marketing
BPTH,19506100,Biotechnology & Medical Research
BPY,4980600000,Real Estate Development & Operations
BQH,,
BR,13668090000,Professional Information Services
BRAC,,
BRACU,,
BRC,2010367000,Business Support Services
BREW,373645200,Brewers
BRF,,Exchange Traded Fund
BRFS,4959750000,Food Processing
BRG,210455900,Residential REITs
BRGL,,
BRID,137967800,Food Processing
BRK.A,478829600000,Property & Casualty Insurance
BRK.B,478829600000,Property & Casualty Insurance
BRKL,1445699000,Banks
BRKR,4741777000,Advanced Medical Equipment & Technology
BRKS,2248811000,Semiconductor Equipment & Testing
BRN,13996680,Oil & Gas Exploration and Production
BRO,7682283000,Multiline Insurance & Brokers
BRPA,94511330,Holding Companies
BRPAU,94511330,Holding Companies
BRQS,175586400,Software
BRS,443981900,Oil Related Services and Equipment
BRSS,695837400,Specialty Mining & Metals
BRT,179003100,Residential REITs
BRX,4609019000,Commercial REITs
BRZU,,Exchange Traded Fund
BSAC,15778020000,Banks
BSBR,35556260000,Banks
BSCI,,Exchange Traded Fund
BSCJ,,Exchange Traded Fund
BSCK,,Exchange Traded Fund
BSCL,,Exchange Traded Fund
BSCM,,Exchange Traded Fund
BSCN,,Exchange Traded Fund
BSCO,,Exchange Traded Fund
BSCP,,Exchange Traded Fund
BSCQ,,Exchange Traded Fund
BSCR,,Exchange Traded Fund
BSD,,
BSE,,
BSET,302761500,Home Furnishings
BSIG,1698581000,Investment Management & Fund Operators
BSJI,,Exchange Traded Fund
BSJJ,,Exchange Traded Fund
BSJK,,Exchange Traded Fund
BSJL,,Exchange Traded Fund
BSJM,,Exchange Traded Fund
BSJN,,Exchange Traded Fund
BSJO,,Exchange Traded Fund
BSJP,,Exchange Traded Fund
BSL,,
BSM,3637962000,Oil & Gas Exploration and Production
BSMX,8998231000,Banks
BSPM,6250140,Biotechnology & Medical Research
BSQR,43783490,Software
BSRR,435685700,Banks
BST,,
BSTC,310212000,Biotechnology & Medical Research
BSTI,4381650000,Air Freight & Courier Services
BSV,,Exchange Traded Fund
BSWN,,Exchange Traded Fund
BSX,41822050000,Advanced Medical Equipment & Technology
BT,27720010000,Integrated Telecommunications Services
BTA,,
BTAI,169128300,Biotechnology & Medical Research
BTAL,,Exchange Traded Fund
BTE,979510000,Oil & Gas Exploration and Production
BTEC,,Exchange Traded Fund
BTG,2608691500,Gold
BTI,118088900000,Tobacco
BTN,75715970,Entertainment Production
BTO,,
BTT,,
BTU,5203230000,Coal
BTX,279121100,Biotechnology & Medical Research
BTZ,,
BUD,161740200000,Brewers
BUI,,
BURG,11259760,Restaurants & Bars
BURL,9225699000,Discount Stores
BUSE,1555742000,Banks
BUY,,Exchange Traded Fund
BUYN,,Exchange Traded Fund
BUZ,,Exchange Traded Fund
BVAL,,Exchange Traded Fund
BVN,4126691000,Gold
BVSN,9740030,Software
BVX,124286300,'Medical Equipment Supplies & Distribution'
BVXV,36269110,Biotechnology & Medical Research
BW,441831200,Heavy Electrical Equipment
BWA,10811840000,'Auto Truck & Motorcycle Parts'
BWB,388182700,Banks
BWEN,39672710,Renewable Energy Equipment & Services
BWFG,240106100,Banks
BWG,,
BWINA,346105100,Property & Casualty Insurance
BWINB,346105100,Property & Casualty Insurance
BWL.A,78060720,Leisure & Recreation
BWP,2643134000,Oil & Gas Transportation Services
BWX,,Exchange Traded Fund
BWXT,6756288000,Aerospace & Defense
BWZ,,Exchange Traded Fund
BX,38481160000,Investment Management & Fund Operators
BXC,346108500,Forest & Wood Products
BXE,52228880,Oil & Gas Exploration and Production
BXG,1550740000,'Hotels Motels & Cruise Lines'
BXMT,3417865000,Specialized REITs
BXMX,,
BXP,18460390000,Commercial REITs
BXS,3457850000,Banks
BY,654917800,Banks
BYD,4183220000,Casinos & Gaming
BYFC,38550280,Banks
BYLD,,Exchange Traded Fund
BYM,,
BYSI,604058300,Biotechnology & Medical Research
BZF,,Exchange Traded Fund
BZH,520223300,Homebuilding
BZM,,
BZQ,,Exchange Traded Fund
BZUN,5159410000,IT Services & Consulting
C,174517500000,Banks
CA,14825820000,Software
CAAP,1873861000,Airport Services
CAAS,143663800,'Auto Truck & Motorcycle Parts'
CABO,3768158000,Broadcasting
CAC,709992700,Banks
CACC,6981086000,Consumer Lending
CACG,,Exchange Traded Fund
CACI,4038030000,IT Services & Consulting
CADC,5730380,Construction Materials
CADE,2512095000,Banks
CAE,5511825000,Business Support Services
CAF,,
CAFD,970474900,Electric Utilities
CAG,14721570000,Food Processing
CAH,16503230000,Drug Retailers
CAI,513997900,Marine Freight & Logistics
CAJ,45919850000,Office Equipment
CAKE,2352263000,Restaurants & Bars
CAL,1557010000,Footwear
CALA,188184600,Biotechnology & Medical Research
CALF,,
CALI,13698320,'Auto Vehicles Parts & Service Retailers
CALL,136935900,Communications & Networking
CALM,2285718000,Fishing & Farming
CALX,343013800,Communications & Networking
CAMP,762055800,Wireless Telecommunications Services
CAMT,292925400,Semiconductor Equipment & Testing
CANE,,Exchange Traded Fund
CANF,26249160,Biotechnology & Medical Research
CAPL,595410500,Oil & Gas Refining and Marketing
CAPR,37643460,Biotechnology & Medical Research
CAR,3421818000,'Passenger Transportation Ground & Sea'
CARA,556387800,Biotechnology & Medical Research
CARB,1058986000,IT Services & Consulting
CARG,3417277000,Internet Services
CARO,901348100,Banks
CARS,1731010000,Internet Services
CART,57092380,Banks
CARV,24615940,Banks
CARZ,,Exchange Traded Fund
CASA,1627017000,Communications & Networking
CASH,1065500000,Banks
CASI,584926600,Biotechnology & Medical Research
CASM,45648380,Advanced Medical Equipment & Technology
CASS,768452400,Business Support Services
CASY,3612850000,Food Retail & Distribution
CAT,93190470000,Heavy Machinery & Vehicles
CATB,46166450,Biotechnology & Medical Research
CATC,348078600,Banks
CATH,,Exchange Traded Fund
CATM,1241789000,Business Support Services
CATO,541614400,Apparel & Accessories Retailers
CATS,102480800,Healthcare Facilities & Services
CATY,3479527000,Banks
CAVM,5974881000,Semiconductors
CAW,21997220,Personal Products
CB,62175270000,Multiline Insurance & Brokers
CBA,,
CBAK,34757160,Electrical Components & Equipment
CBAN,134184200,Banks
CBAY,667613600,Biotechnology & Medical Research
CBB,532084200,Integrated Telecommunications Services
CBD,5744581000,Food Retail & Distribution
CBFV,186245000,Banks
CBH,,
CBIO,279760300,Pharmaceuticals
CBK,40860720,Apparel & Accessories Retailers
CBL,833962500,Commercial REITs
CBLI,30568350,Biotechnology & Medical Research
CBLK,1515295000,Internet Services
CBM,1562280000,Pharmaceuticals
CBMG,290804900,Biotechnology & Medical Research
CBND,,Exchange Traded Fund
CBOE,11596620000,Financial & Commodity Market Operators
CBON,,Exchange Traded Fund
CBPO,2640636000,Biotechnology & Medical Research
CBPX,1085004000,Construction Supplies & Fixtures
CBRE,16158020000,Real Estate Services
CBRL,3838657000,Restaurants & Bars
CBS,19325010000,Broadcasting
CBS.A,19325010000,Broadcasting
CBSH,6914963000,Banks
CBT,3633806000,Specialty Chemicals
CBTX,773986600,Banks
CBU,3073771000,Banks
CBZ,1145563000,Business Support Services
CC,9013016000,Commodity Chemicals
CCA,,
CCBG,393888400,Banks
CCCL,7593320,Construction Supplies & Fixtures
CCCR,28711010,Consumer Lending
CCD,,
CCE,18203340000,Non-Alcoholic Beverages
CCF,1100106000,Electrical Components & Equipment
CCI,42618910000,Specialized REITs
CCIH,33601630,IT Services & Consulting
CCJ,4195952000,Uranium
CCK,6119056000,Non-Paper Containers & Packaging
CCL,46231100000,'Hotels Motels & Cruise Lines'
CCLP,235584500,Oil Related Services and Equipment
CCM,175222900,Healthcare Facilities & Services
CCMP,2871288000,Semiconductors
CCNE,468504900,Banks
CCO,1565432000,Advertising & Marketing
CCOI,2316909000,Integrated Telecommunications Services
CCOR,,Exchange Traded Fund
CCR,430694100,Coal
CCRC,285575200,Business Support Services
CCRN,440071200,Employment Services
CCS,913036100,Homebuilding
CCT,2102742000,Closed End Funds
CCU,4912525000,Brewers
CCXI,628629500,Pharmaceuticals
CCZ,,
CDAY,4593231000,Software
CDC,,Exchange Traded Fund
CDE,1528020000,Precious Metals & Minerals
CDEV,4952509000,Integrated Oil & Gas
CDK,8391262000,Software
CDL,,Exchange Traded Fund
CDLX,400313000,Advertising & Marketing
CDMO,188322100,Pharmaceuticals
CDNA,407873200,Biotechnology & Medical Research
CDNS,11907710000,Software
CDOR,121146500,Specialized REITs
CDR,401652700,Commercial REITs
CDTI,11773780,'Auto Truck & Motorcycle Parts'
CDTX,127276800,Biotechnology & Medical Research
CDW,12245460000,IT Services & Consulting
CDXC,188740800,Biotechnology & Medical Research
CDXS,740041100,Biotechnology & Medical Research
CDZI,293917900,Water Utilities
CE,15545970000,Commodity Chemicals
CEA,15003550000,Airlines
CECE,207403400,Environmental Services & Equipment
CECO,1039988000,Personal Services
CEE,,
CEF,,
CEFS,,Exchange Traded Fund
CEI,1420140,Oil & Gas Exploration and Production
CEIX,1161821000,Coal
CEL,704237900,Wireless Telecommunications Services
CELC,191517500,Biotechnology & Medical Research
CELG,56993160000,Pharmaceuticals
CELH,204858700,Pharmaceuticals
CELP,81753410,Oil Related Services and Equipment
CEM,,
CEMB,,Exchange Traded Fund
CEMI,131713100,Pharmaceuticals
CEN,,
CENT,2049416100,Food Processing
CENTA,2049416100,Food Processing
CENX,1425735000,Aluminum
CEO,74642840000,Oil & Gas Exploration and Production
CEPU,2044669800,Independent Power Producers
CEQP,2236595000,Oil & Gas Refining and Marketing
CERC,122196700,Biotechnology & Medical Research
CERN,19888940000,Advanced Medical Equipment & Technology
CERS,847233800,'Medical Equipment Supplies & Distribution'
CET,,
CETV,565141800,Broadcasting
CETX,22901140,Environmental Services & Equipment
CEV,,
CEVA,762181800,Semiconductors
CEW,,Exchange Traded Fund
CEY,,Exchange Traded Fund
CEZ,,Exchange Traded Fund
CF,9721763000,Agricultural Chemicals
CFA,,Exchange Traded Fund
CFBI,84654550,Banks
CFBK,56656780,Banks
CFFI,212649900,Banks
CFFN,1802783000,Banks
CFG,20121000000,Banks
CFMS,80401460,'Medical Equipment Supplies & Distribution'
CFO,,Exchange Traded Fund
CFR,7444495000,Banks
CFRX,141424300,Biotechnology & Medical Research
CFX,3893253000,Industrial Machinery & Equipment
CG,7906196000,Investment Management & Fund Operators
CGA,47843240,Agricultural Chemicals
CGBD,1131241000,Corporate Financial Services
CGC,5356048000,Pharmaceuticals
CGEN,167321000,Biotechnology & Medical Research
CGIX,28580950,Healthcare Facilities & Services
CGNX,8078422000,Industrial Machinery & Equipment
CGO,,
CGW,,Exchange Traded Fund
CHA,38482040000,Wireless Telecommunications Services
CHAD,,Exchange Traded Fund
CHAU,,Exchange Traded Fund
CHCI,15462000,Real Estate Development & Operations
CHCO,1150061000,Banks
CHCT,501580700,Specialized REITs
CHD,11603770000,Household Products
CHDN,4151087800,Casinos & Gaming
CHE,5185957000,Healthcare Facilities & Services
CHEF,793624800,Food Retail & Distribution
CHEK,21256070,Pharmaceuticals
CHEP,,Exchange Traded Fund
CHFC,4087901000,Banks
CHFN,381468300,Banks
CHFS,13549360,Advanced Medical Equipment & Technology
CHGG,3010073000,Professional Information Services
CHGX,,Exchange Traded Fund
CHH,4507354000,'Hotels Motels & Cruise Lines'
CHI,,
CHIE,,Exchange Traded Fund
CHII,,Exchange Traded Fund
CHIM,,Exchange Traded Fund
CHIQ,,Exchange Traded Fund
CHIX,,Exchange Traded Fund
CHK,3920805000,Oil & Gas Exploration and Production
CHKE,11861230,Casinos & Gaming
CHKP,15435910000,Software
CHKR,79475000,Oil & Gas Exploration and Production
CHL,187986100000,Wireless Telecommunications Services
CHMA,37795190,Pharmaceuticals
CHMG,242913300,Banks
CHMI,242089500,Specialized REITs
CHN,,
CHNR,53807580,Coal
CHRS,935796100,Biotechnology & Medical Research
CHRW,12285030000,Ground Freight & Logistics
CHS,1312700000,Apparel & Accessories Retailers
CHSP,1904422000,Specialized REITs
CHT,28501920000,Integrated Telecommunications Services
CHTR,64250540000,Broadcasting
CHU,43257740000,Wireless Telecommunications Services
CHUY,490009900,Restaurants & Bars
CHW,,
CHY,,
CI,42790880000,Managed Health care
CIA,389135800,Life & Health Insurance
CIB,11067400000,Banks
CIBR,,Exchange Traded Fund
CIC,1006250000,Holding Companies
CIC.U,1006250000,Holding Companies
CID,,Exchange Traded Fund
CIDM,59061770,Entertainment Production
CIEN,3583930000,Communications & Networking
CIF,,
CIFS,550643200,Investment Management & Fund Operators
CIG,3006668000,Electric Utilities
CIG.C,3006668000,Electric Utilities
CIGI,2835910000,Real Estate Services
CII,,
CIK,,
CIL,,Exchange Traded Fund
CIM,3400987000,Specialized REITs
CINF,11559160000,Property & Casualty Insurance
CINR,509106800,Agricultural Chemicals
CIO,428361400,Commercial REITs
CIR,958981600,Oil Related Services and Equipment
CISN,1828242000,Software
CIT,6562955000,Banks
CIU,,Exchange Traded Fund
CIVB,249005000,Banks
CIVI,568434100,Healthcare Facilities & Services
CIX,183285100,Home Furnishings
CIZ,,Exchange Traded Fund
CIZN,106261600,Banks
CJ,1877555000,Oil Related Services and Equipment
CJJD,36344440,Drug Retailers
CJNK,,Exchange Traded Fund
CKH,925084900,Oil Related Services and Equipment
CKPT,107890800,Biotechnology & Medical Research
CKX,20916980,Oil & Gas Exploration and Production
CL,55610450000,Personal Products
CLAR,223807400,Recreational Products
CLB,4654034000,Oil Related Services and Equipment
CLBK,,
CLBS,38757900,Biotechnology & Medical Research
CLCT,127489700,Business Support Services
CLD,239440100,Coal
CLDC,43290940,Holding Companies
CLDR,2352844000,Business Support Services
CLDT,949077900,Specialized REITs
CLDX,90868040,Biotechnology & Medical Research
CLF,2450343000,Steel
CLFD,153291000,Communications & Networking
CLGN,18082624,Biotechnology & Medical Research
CLGX,4256520000,Professional Information Services
CLH,2958398000,Environmental Services & Equipment
CLI,1681936000,Commercial REITs
CLIR,41654640,Industrial Machinery & Equipment
CLIX,,Exchange Traded Fund
CLLS,1277987000,Biotechnology & Medical Research
CLM,,
CLMT,531859400,Oil & Gas Refining and Marketing
CLNC,2443917000,Specialized REITs
CLNE,401165400,Oil & Gas Refining and Marketing
CLNS,2921327000,Diversified REITs
CLPR,151230300,Residential REITs
CLPS,,
CLR,24340530000,Oil & Gas Exploration and Production
CLRB,16605870,Pharmaceuticals
CLRG,,Exchange Traded Fund
CLRO,48978690,Communications & Networking
CLS,1721170000,Semiconductors
CLSD,426173400,Biotechnology & Medical Research
CLSN,44172690,Biotechnology & Medical Research
CLTL,,Exchange Traded Fund
CLUB,291776600,Leisure & Recreation
CLVS,2555458000,Biotechnology & Medical Research
CLW,401651300,Paper Products
CLWT,7835250,Environmental Services & Equipment
CLX,15875090000,Household Products
CLXT,547089900,Fishing & Farming
CLY,,Exchange Traded Fund
CLYH,,Exchange Traded Fund
CM,39379050000,Banks
CMA,16808200000,Banks
CMBS,,Exchange Traded Fund
CMC,2706313000,Steel
CMCL,98798920,Gold
CMCM,1850988000,Software
CMCO,869062000,Heavy Machinery & Vehicles
CMCSA,146102100000,Broadcasting
CMCT,665685100,Diversified REITs
CMD,5326919000,'Medical Equipment Supplies & Distribution'
CMDT,,Exchange Traded Fund
CMDY,,Exchange Traded Fund
CME,54347540000,Financial & Commodity Market Operators
CMF,,Exchange Traded Fund
CMFN,126652200,Investment Trusts
CMG,11922240000,Restaurants & Bars
CMI,24145820000,'Auto Truck & Motorcycle Parts'
CMO,856973500,Specialized REITs
CMP,2223968000,Agricultural Chemicals
CMPR,4147866000,Commercial Printing Services
CMRE,790985800,Marine Freight & Logistics
CMRX,221097800,Biotechnology & Medical Research
CMS,12888850000,Multiline Utilities
CMSS,,
CMSSU,,
CMT,115393400,Non-Paper Containers & Packaging
CMTA,513992600,Biotechnology & Medical Research
